	text	label
6103	i thought of something funnier than 911 the holocaust	1
6104	we will not be influenced this is great britain bloody europeans by some say knobheads trying to copy something the french did a few weeks ago	0
6105	how they be lurking on your page waiting to popup just to disagree	0
6106	fuck banks fuck indians too	0
6107	mexican and black jokes are all the same once you hear juan you here jamal	1
6108	when your chinese food shows up completely uncooked	0
6109	there are 33 genders man woman and 31 types of queer	1
6110	siri take me home starting route to jail	1
6111	in norway we rape after dinner	1
6112	this is adam schiff democrat house intelligence chairman on record to have seen overwhelming evidence mueller report delivered 32219 of collusion why more investigations just ask this clown for what exactly he has seen	0
6113	fucking a 5 year old fucking five 1 year olds fucking a dead 1 year old for 5 years	1
6114	a jewish prisoner trying to escape the auchschwitz showers 1943 colorized wwii jew escaping hitlers rath	1
6115	islamic warriors funeral in palestine	0
6116	when youre muslim but you have oil	0
6117	happy birthday dickhead	0
6118	dont get me started about your tranny problems	1
6119	when youre nuts deep in a nasty hooke and feel something bit your dick theres a baby in this dumpster	1
6120	we kill you on 911 and you elect 3 of us to congress stupid infidels	1
6121	dude stop smoking its gonna harm you dude stop	0
6122	islam is a cancer treat it with radiation	1
6123	four years for your bachelors ive worked 60 for my masters	0
6124	think pedophil hould be execut	0
6125	they probably arguing over some little shit	1
6126	tranny for sale	0
6127	putting bows on your pet	1
6128	moses was the first to know of the 10 commandments	0
6129	diary of a wimpy kid hard luck anne frank is one wimpy kid	1
6130	young african boy faces mental illness while in poverty	0
6131	womens day gift packs	1
6132	this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse	0
6133	rev up those gas chambers	0
6134	life hack 23 how to get stoned with no weed	1
6135	what do you call a black guy in a tree with a briefcase a branch manager	0
6136	then he said i couldnt come to the barbecue because i always burn the franks	0
6137	gay people fear me so why is it called homophobia a phobia is a fear of something i do not fear gay people	1
6138	it would be surprising to find a muslim in a gay bar due to their beliefs	0
6139	i was going to make a joke about us but they always blow up in your face	0
6140	men are like dogs we re excited to see you and have no clue what youre mad about	1
6141	hurry up son you have to peddle faster	0
6142	keeping your dishwasher clean will make it last longer	1
6143	im this pretty because make up works miracles	0
6144	im going to shove your face in some cookie dough	0
6145	i woke up like this	0
6146	jamal im pregnant	0
6147	i like your cologne what is that tricare deers	0
6148	your new name is abdul youll take it and like it cracker	1
6149	i like my coffe like i like my slaves extra dark	1
6150	we demand more sancuary cities for refugees you would want the same for yourself	0
6151	lets have some fun	0
6152	pray for the starving children while i hold this gold thingy	0
6153	trust me the muslims wont rape you now	1
6154	for another year older you dont look so baaaaad	0
6155	whats big yellow and cant swim a bus full of children	0
6156	wearing an all black outfit is the new grey	0
6157	yo bro ask the co why he aint pop my door	0
6158	fuck goat right in the asshole	0
6159	when youre having an airheaded year	0
6160	who did this	0
6161	the difference between moderate muslim and radical muslim follow my allah or i kill you moderate muslim follow my allah or he kill you radical muslim	1
6162	when you save it because you thought it was just burnt up	0
6163	true strength comes from within	0
6164	ammosexual cause big guns compensate for small ones	0
6165	to see better asians sometimes switch to fullscreen view	1
6166	it isnt islamophobia when they really are trying to kill you	1
6167	on the way to go play	0
6168	your majesty whats the secret to a long life well kate dont leave william for a fucking muslism	1
6169	when your sister gives you some good information	0
6170	if youre not grilling at my grave site we were never really friends	0
6171	does anyone know where i can get a rag theres 49 of them on the floor in a mosque	1
6172	dont drink and drive	0
6173	i came to fuck bitches and learn rocket science	0
6174	my religion is the religion of peace if you dont believe in it we will kill you	0
6175	theyre just like eggs better when beaten well	0
6176	my girlfriend is a porn star she is going to be so pissed off when she finds out	0
6177	positivity is a mind set	0
6178	hitler nonchalantly killing millions of jews with no remorse	1
6179	take your fuckin muslim ass back to the sand box	1
6180	when i see people who post punch a nazi in person im a nazi i hate niggers gregg are you gonna punch me	1
6181	america is for americans period i agree why dont you go back to europe	0
6182	is that guy fucking a goat god damit carlhe is	1
6183	you rape em we scrape em no fetus can defetus	0
6184	ill take shit that aint ever gonna happen for 500	0
6185	its not a hijab its a diaper for people with shit for brains	1
6186	i might be an asshole but at least i push my cart back to the cart return when im done with ityou lazy piece of shit	0
6187	they should not be allowed to have kids you made your choice bitch now live with it	0
6188	i support americans even though some of them are really hating on me right now	0
6189	mississippi wind chime	1
6190	i believe racism is just like black people it shouldnt exist	1
6191	im down with that	0
6192	hates europeans christians buddhists atheists gays dogs ham wine beer your civilizationyour culture your hates europeans christians buddhists atheiests traditions your country and you complains about islamophobia	1
6193	go ahead call the cops they cant unrape you	1
6194	when you dodge your moms slap your moves are weak mom	0
6195	when you eat your rehab romance booty in the laundry room but shes day 3 sick	0
6196	this is lynn lynn got a watch for her birthday just kidding she hasnt opened her present yet	1
6197	racing for pink slips in africa	0
6198	just under 17 and a half years ago 19 people were allowed into the us who should not have been all these years later we are told that the answer to safety is to allow everyone in	1
6199	survives ebola gets adopted by angelina jolie	1
6200	send me a latina whos not crazy i dont know how to make them	1
6201	hes like 20 and still plays video games bitch please yall 15 and pregnant	0
6202	i date crazy bikers with beards cause once you ride a beard and a harley you dont go back	0
