	text	category
7182	meanwhile in mexican schools	0
7183	this is the worst cancer i've ever seen	0
7184	obama voters	1
7185	boys are the devil	1
7186	muslims in 2001 muslim in congress 2019 defund homeland security	1
7187	a natural beauty	0
7188	your chicken is so rubbery goodyear called and asked for the recipe	0
7189	when all your peaceful solutions fail you know what old problems require old solutions	1
7190	thats a man baby	0
7191	i didn't do it	0
7192	felt cute might pray later, idk	0
7193	koran class with the rohingya people	0
7194	a black man invention ''	0
7195	you say islam is violent? i will kill you	1
7196	virgin mobile	0
7197	it's hump day!!! oh fuck!!!	1
7198	when the cop sees a black kid	0
7199	archeologists stone room	0
7200	don't mind me just watering my muslims	0
7201	historical spacecraft explosion	0
7202	luigi got big tiddies i don't support faggot	1
7203	putting bows on your pet	1
7204	we love your political correctness and tolerance it's our greatest weapon against you!!!	0
7205	"the most racist people are the ones crying""racist"" all the time!"	1
7206	first living witness to testify against hillary clinton	0
7207	her: i work with special needs children me, trying to impress her: i'm retarded	1
7208	that look when you want to speak to the manager	0
7209	"but islam can radicalize muslims muslims are not terrorist quran 8:39 ""kill all non believers till the only religion is islam"""	1
7210	when white people learn that fish swim in schools	0
7211	when an indian man marries he scratches the dot off his wife's forehead to see if he's won a gas station, a motel, or a subway restaurant	1
7212	when you go back to your shitkick hometown for the holidays and the smell of meth and cow shit fills the air there's no place like home	0
7213	you can take the trash out of the trailer park but white trash will forever be white trash	1
7214	for just ten cents a day you can help feed these children	0
7215	the pope at the vatican	0
7216	smile no matter what your going through	0
7217	there is no such thing as an appropriate joke that's why it's a joke	0
7218	good guy police officer actively participating in community outreach	0
7219	don't do crime or you'll be in prison like me	0
7220	there's a joke in here somewhere? a indian a socialist a smeller a mistress a homosexual and a terrorist lover walk into a bar.	1
7221	i don't laugh at my own jokes but we all know i'm hilarious	0
7222	womens day gift packs	1
7223	when the cop sees a black kid	1
7224	brace yourself disappointment is coming	0
7225	adults should understand this is a hijab, a big part of my culture	0
7226	protesters throwing smoke bombs	0
7227	you find it offensive, i find it funny... that's why i'm happier than you	0
7228	pace secondary [heritage trails] women don't let the female looks fool you! realistically, these are retarded male homosexuals wearing women suits!	1
7229	kills: 17 million , deaths: 1 fucking camper	0
7230	why does the human-slave keep stealing my poop with a tiny shovel?	0
7231	when an indian rapes 3 tourists from 3 different countries mr. worldwide	1
7232	why do all the mexican foos who work lmaooo at t-mobile look like this	1
7233	i'm starting to understand both the appeal of and the demand for sex robots	1
7234	that chicken is so black it owes child support	1
7235	active shooter at a walmart in tx targeting only hispanics. armed white people	0
7236	my sense of humor is so dark it picks cotton	1
7237	fuck that puto!!!!	0
7238	roses are red, violets are fuck i count to potatoe, then to firetruck	0
7239	ready for my job interview	0
7240	when people keep calling you a terrorist, but you identify as a firework	1
7241	"""transgenderism"" is a mental illness, is sociopathic tyranny not an ""identity"" mandating public acceptance"	1
7242	good morning gamers let's go kill some trannies	1
7243	is white or black said no veteran ever!	0
7244	how chevy guys go muddin how ford guys go muddin	0
7245	is it just me or do idiots multiply quicker than normal people?	0
7246	dont drink with him he cant hold his liquor	1
7247	"i don't see ""color"" or ""race"" because i make sure to surround myself only with white people"	1
7248	these cute head tilts	0
7249	hmmm... who shall i arrest first brennan, clapper, comey or obama?	0
7250	bitch, i can still smell his nuts on your breath	0
7251	it isn't islamophobia when they really are trying to kill you	1
7252	"""enjoying in beach"""	0
7253	you did the reich thing	0
7254	this guy just friended and unfriended me 45 times in 15 seconds anyone know him??	0
7255	monkey face monkey attitude	0
7256	"robert mugabe:"" it's better for a man to be stingy with his money because he hustled it...... than for a woman to deny you a hole that she didn't even drill.."""	1
7257	i'm here as a messenger to give you a message you can't kill	0
7258	i am not a racist i just don't appreciate being mouthed off to by farm equipment	1
7259	when your teacher roasts you and your homie but he doesn't know about the bomb that's going off in 2 mins	0
7260	family trip in mexico	0
7261	man you know i want these memes	0
7262	"""when the gunman realizes that nobody else is armed, he will lay down his weapons and turn himself in. that's just human nature."" that woman just went full retard!"	1
7263	im gettin white girl wasted tonight	0
7264	"i thought you liked me talking shit in bed! her: him: yes,but, ""eat my pussy like it's watermelon you nigger!"" is not okay , katie"	1
7265	just found out steroids make your dick small	0
7266	wear a full burqa and nobody says anything change the cloth to white and everyone loses their mind	0
7267	when the bass drops just right	0
7268	i love pudding pudding my dick nhere it don't belong	0
7269	when you max out intelligence and put nothing on agility	0
7270	the one piece of shit that just won't flush!	0
7271	cold beer on a cold night	0
7272	i saw her standing there and i told her she had three beautifull children. she did't have to get all pissed off and threaten me. it was an honest mistake	0
7273	mean a thing, it does not if that swing it ain't got	0
7274	"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """	1
7275	you sicced all of your corrupt  goons after me for 3 years and i came out clean. now it's my turn to send my justice-seeking patriots after you and your corrupt goons let's see how you all come out!!!	0
7276	don't blame me fuel was expensive	1
7277	damn jews with their fancy strollers	1
7278	notice the difference talk show host vietnam war hero	0
7279	when you finally graduate in a school in the usa	0
7280	no samuel, the star does not mean you're sheriff now	0
7281	these video game armors are getting pretty ridiculous	0
7282	gangster gettig shot	0
7283	child survivors of holocaust	0
7284	i'm not racist ... some of my best ffriends are brown	0
7285	this could be us but you bought a ford	0
7286	what happened in auschwitz is inhuman	0
7287	i'm a parasite, also known as a zionist we zionists are a cancer unto the nations	1
7288	fine, i'li keep calling them seagulls.. ...but, beach chickens sounds better	0
7289	i hate when i see a black out in my neighborhood but i still offer my neighbors a candle	0
7290	that feeling you get when people from the uk start talking shit	0
7291	obama said he had no prior knowledge that hillary clinton had a secret, private email server in other news. obama used a secret name when sending secret emails to hillary's secret private email account	0
7292	me when someone asks me what my weekend plans are: this old girl needs a nap	0
7293	just taking a nap at walmart	0
7294	"when you see all the dems pushing ""medicare for all"" it's simply them ""lowkey"" admitting that they dont like obamacare along with the rest of us"	0
7295	when you try to catch a dark type pokemon	0
7296	group of people rescued from medditaranian sea by italian coast guard	0
