text	category
selfish people never notice how you live and die, they never notice your love and care towards them they notice when you left them and they realise they can't use you anymore	0
stop racism black children and white children are the same	1
no means no unless she says yes then it's on	0
"what are they fighting over? is it: a) the last pan ducle b) he accidentally touch the homies hand passing a beer? c) foo used the last of the three flowers. d) homie said ""i got you on gas"" but he only has $3!"	0
i was craving five guys before it was a restaurant	0
trump's transgender military ban is the best thing ever share if you agree	1
i have a dream thats me with the belt	0
"""one mans trash is another man's treasure"" is a great quote but, it's a shitty way to tell a kid they're adopted """	0
"""democrats have a difficult time connecting with voters because of how smart we are... because we know so much."" ~ sen. mazie hirono (d hi)"	0
fuck off muslims! suck pork not sharia compliant a looney allah production	1
how to pick up jewish chicks	1
unless life also gives you water and sugar your lemonade is gonna suck	0
trump be thinking.. you can't lose in 2020 if there is no 2020	0
in my country i am forced to keep my mouth shut. but here i i am free to talk trash about this country in hopes that it can soon change into a country where i am forced to keep my mouth shut	0
i love this game	0
muslim +hunt = less muslims	1
him: the dishwasher is acting weird her: thats the oven him: oh..	0
the results of putting a starbucks next to an outdoor basketball court	0
you said you would be on my side	0
haters	0
what if i told you the on-ramp is designed for you to reach the same speed as traffic before merging	0
there are the apes that i helped to save	0
if you ever feel down just remember there are people that are down their whole life	0
so, you think by being a muslim sympathizer, this will somehow keep us from killing you you are a special kind of stupid	1
wait, mohammad come back!! i didnt meah to laugh, really size doesn't matter to me lol	0
want a spin ?	0
"opens inbox ""lemme suck your dick"" goes to profile its a tranny"	1
me cis girls	0
you can't be racist if there is no other race	1
how your booty feels after the taco bell drops	0
when you hear monsanto lost its 1st round up cancer trial and the jury awarded the victim $289 million dollars... ...and thousands of cases are still awaiting trials..	0
america first rag heads fuck you people trump 2020 you are the enemy of the people	1
when my autistic son finds out we're having chicken for dinner	0
women rights in islamic countries	1
when she said all men are dogs	0
i wish jew a happy brithday	1
what's missing from a_schwitchz? u	1
opens ice cream shop only sells shakes	1
they've started pouring the foundation for the obama library in chicago	0
i'm not racist, racisim is a crime. and crime is for black people	1
"when i was in high school i got braces a friend told me, ""you're so black, even your teeth are behind bars,"""	1
when a white person tells you happy cinco de mayo but you know deep in their heart they eywant you deported @sepasanmemes fucker	1
jew: *walks out of the shower* hey man, can i get a towel? auschwitz guard:	1
if homosexuality is genetic how does that get passed on?	1
i hear in heaven i'll fuck muslims	1
oh boy i freaking hate niggers	1
dis one time at concentration camp i got such bad gas	1
i have 5 genders no. you have a personality disorder	1
what if i told you transgender is actually a mental illness called delusional psychosis	1
"my black flag brings all the goats to the yard, watch out, i'll put a bomb in your car and the're like ""allahu akbar"" i could teach you, but i lost my arms"	1
i'm deporting all mexicans!!! except the ones in baldwin park you fuckers are crazy!!!	0
when you're in heaven and you got your 72 virgins but allah lied about that one goat!	1
girl: i'm a transgender. boy (tries to impress her): i'm mentally ill too!	1
hahaha good one let's throw a jew in the oven to celebrate	1
on ala akbar i will fuck ur goats	1
this is islamic ideology stop the islamization of our countries	1
allah akbar! next thing you know everyone is dead  	1
allah? pig fucker!	1
you said islam is violent? i kill you!	1
best thing about an ethiopian blowjob ? you know she's going to swallow	1
modi ji: i am about to end these muslims whole life *muslims burnt 59 hindus alive in sabarmati express in 2002	1
whats th difference between dollars and jews? i'd give a fuck if i lost 6 million dollars	1
ahmed has 3 apples. he gives muhammad 2 apples now calculate the radius on the bomb blast	1
these holocaust are very offensive! anne frankly, they need to stop	1
not old enough to choose own bed time or daily diet but old enough to choose to be trans or gender fluid or non-binary or. 	1
i hate everything about america. so i am going to move there to bring it sharia law the real reason for most muslim immigration	1
"buddhists on islam: ""you can be full of kindness and love, but you cannot sleep next to a mad dog. if we are weak, our land will become muslim"". -buddhist ashin wirathu"	1
muslims kill 1,300 people in 20 days and nobody bats an eye one man drives through 10 muslims and everyone loses their minds	1
